target,feature,spearman,abs_spearman,n,feature_type,semantic_group,signal_type,subject_adjusted_spearman,abs_subject_adjusted_spearman
S3,wHr_row_count,,,391,coverage_proxy,heart_rate,subject_adjusted_spearman,0.10145533213392978,0.10145533213392978
S3,mACStatus_m_charging_value_0_ratio,,,450,actual_behavior,charging,subject_adjusted_spearman,0.09089007643375975,0.09089007643375975
S3,mACStatus_m_charging_value_1_ratio,,,450,actual_behavior,charging,subject_adjusted_spearman,-0.09089007643375975,0.09089007643375975
S3,wPedo_burned_calories_max,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,0.09060436253791951,0.09060436253791951
S3,wLight_w_light_q25,,,414,actual_behavior,light,subject_adjusted_spearman,0.08943917049628647,0.08943917049628647
S3,wLight_w_light_nonzero_count,,,414,coverage_proxy,light,subject_adjusted_spearman,0.08748412205029378,0.08748412205029378
S3,mUsageStats_m_usage_stats_object_len_nonnull_count,,,440,coverage_proxy,app_usage,subject_adjusted_spearman,0.08495616850523699,0.08495616850523699
S3,mUsageStats_row_count,,,440,coverage_proxy,app_usage,subject_adjusted_spearman,0.08495616850523699,0.08495616850523699
S3,wPedo_burned_calories_sum,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,0.08418336436071629,0.08418336436071629
S3,wPedo_burned_calories_nonnull_count,,,404,coverage_proxy,activity_pedo,subject_adjusted_spearman,0.08303464569241363,0.08303464569241363
S3,wPedo_row_count,,,404,coverage_proxy,activity_pedo,subject_adjusted_spearman,0.08303464569241363,0.08303464569241363
S3,wPedo_running_step_zero_count,,,404,coverage_proxy,activity_pedo,subject_adjusted_spearman,0.08303464569241363,0.08303464569241363
S3,wLight_w_light_q75,,,414,actual_behavior,light,subject_adjusted_spearman,0.07966151733538102,0.07966151733538102
S3,mACStatus_m_charging_value_1_count,,,450,actual_behavior,charging,subject_adjusted_spearman,-0.07962840030192146,0.07962840030192146
S4,wPedo_burned_calories_nonzero_count,-0.13723018813744553,0.13723018813744553,404,coverage_proxy,activity_pedo,raw_spearman,,
S4,mUsageStats_m_usage_stats_object_len_nonnull_count,-0.1365254974744277,0.1365254974744277,440,coverage_proxy,app_usage,raw_spearman,,
S4,mUsageStats_row_count,-0.1365254974744277,0.1365254974744277,440,coverage_proxy,app_usage,raw_spearman,,
S4,mActivity_m_activity_value_8_count,0.13587220938258848,0.13587220938258848,450,actual_behavior,activity_code,raw_spearman,,
S4,mBle_m_ble_object_len_nonnull_count,-0.13486846397321417,0.13486846397321417,416,coverage_proxy,coverage_or_object_proxy,raw_spearman,,
S4,mBle_row_count,-0.13486846397321417,0.13486846397321417,416,coverage_proxy,coverage_or_object_proxy,raw_spearman,,
S4,mActivity_m_activity_value_8_ratio,0.1347731158627433,0.1347731158627433,450,actual_behavior,activity_code,raw_spearman,,
S4,wPedo_step_sum,-0.1264888889662576,0.1264888889662576,404,actual_behavior,activity_pedo,raw_spearman,,
S4,wPedo_step_frequency_sum,-0.1264673620812597,0.1264673620812597,404,actual_behavior,activity_pedo,raw_spearman,,
S4,wPedo_burned_calories_q95,-0.1242796802939978,0.1242796802939978,404,actual_behavior,activity_pedo,raw_spearman,,
S4,mScreenStatus_m_screen_use_value_1_count,-0.1221189687937208,0.1221189687937208,450,actual_behavior,screen,raw_spearman,,
S4,mScreenStatus_m_screen_use_value_0_ratio,0.12056695548453089,0.12056695548453089,450,actual_behavior,screen,raw_spearman,,
S4,mScreenStatus_m_screen_use_value_1_ratio,-0.12056695548453089,0.12056695548453089,450,actual_behavior,screen,raw_spearman,,
S4,wPedo_step_frequency_mean,-0.12024938647197209,0.12024938647197209,404,actual_behavior,activity_pedo,raw_spearman,,
S4,wPedo_step_mean,-0.12024938647197209,0.12024938647197209,404,actual_behavior,activity_pedo,raw_spearman,,
S4,wPedo_distance_sum,-0.11818391123466498,0.11818391123466498,404,actual_behavior,activity_pedo,raw_spearman,,
S4,wPedo_speed_sum,-0.11818391123466498,0.11818391123466498,404,actual_behavior,activity_pedo,raw_spearman,,
S4,wPedo_burned_calories_sum,-0.11796875756411217,0.11796875756411217,404,actual_behavior,activity_pedo,raw_spearman,,
S4,wPedo_burned_calories_mean,-0.11762451169122765,0.11762451169122765,404,actual_behavior,activity_pedo,raw_spearman,,
S4,wPedo_step_frequency_q95,-0.11720704621298238,0.11720704621298238,404,actual_behavior,activity_pedo,raw_spearman,,
S4,mScreenStatus_m_screen_use_unique_count,,,450,coverage_proxy,screen,subject_adjusted_spearman,0.12432474491990815,0.12432474491990815
S4,mActivity_m_activity_value_0_ratio,,,450,actual_behavior,activity_code,subject_adjusted_spearman,0.1173025687332645,0.1173025687332645
S4,mActivity_m_activity_value_0_count,,,450,actual_behavior,activity_code,subject_adjusted_spearman,0.10454364746855176,0.10454364746855176
S4,wLight_w_light_q99,,,414,actual_behavior,light,subject_adjusted_spearman,0.08848071106569134,0.08848071106569134
S4,wLight_w_light_nonzero_count,,,414,coverage_proxy,light,subject_adjusted_spearman,0.08448347682376124,0.08448347682376124
S4,wLight_w_light_min,,,414,actual_behavior,light,subject_adjusted_spearman,0.07865554728175136,0.07865554728175136
S4,wLight_w_light_std,,,414,actual_behavior,light,subject_adjusted_spearman,0.07744303258716083,0.07744303258716083
S4,wLight_w_light_max,,,414,actual_behavior,light,subject_adjusted_spearman,0.07107973559870247,0.07107973559870247
S4,mActivity_m_activity_value_7_count,,,450,actual_behavior,activity_code,subject_adjusted_spearman,-0.06939346073696705,0.06939346073696705
S4,wLight_w_light_q75,,,414,actual_behavior,light,subject_adjusted_spearman,-0.06428085939388051,0.06428085939388051
S4,mScreenStatus_m_screen_use_value_1_count,,,450,actual_behavior,screen,subject_adjusted_spearman,-0.062338766434197244,0.062338766434197244
S4,mLight_m_light_min,,,450,actual_behavior,light,subject_adjusted_spearman,0.06160236607183907,0.06160236607183907
S4,wPedo_distance_q75,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,0.06142500261940149,0.06142500261940149
S4,wPedo_speed_q75,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,0.06142500261940149,0.06142500261940149
S4,mBle_m_ble_object_len_nonnull_count,,,416,coverage_proxy,coverage_or_object_proxy,subject_adjusted_spearman,-0.061423752244624034,0.061423752244624034
S4,mBle_row_count,,,416,coverage_proxy,coverage_or_object_proxy,subject_adjusted_spearman,-0.061423752244624034,0.061423752244624034
S4,wLight_w_light_sum,,,414,actual_behavior,light,subject_adjusted_spearman,0.05915092979953437,0.05915092979953437
S4,wPedo_burned_calories_max,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,-0.05806776383882687,0.05806776383882687
S4,wPedo_distance_q99,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,-0.05788110393303968,0.05788110393303968
S4,wPedo_speed_q99,,,404,actual_behavior,activity_pedo,subject_adjusted_spearman,-0.05788110393303968,0.05788110393303968
