feature,nonmissing_ratio,zero_ratio,feature_type,semantic_group
mBle_m_ble_20_24_object_len_nonzero_count,0.8657142857142858,0.0,coverage_proxy,coverage_or_object_proxy
mBle_m_ble_20_24_object_len_negative_count,0.8657142857142858,0.8657142857142858,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_04_08_object_len_mean,0.5514285714285714,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_04_08_object_len_std,0.38857142857142857,0.38857142857142857,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_04_08_object_len_min,0.5514285714285714,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_04_08_object_len_q25,0.5514285714285714,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_04_08_object_len_median,0.5514285714285714,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_04_08_object_len_q75,0.5514285714285714,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_04_08_object_len_q95,0.5514285714285714,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_04_08_object_len_q99,0.5514285714285714,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_04_08_object_len_max,0.5514285714285714,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_04_08_object_len_sum,0.5514285714285714,0.0,coverage_proxy,coverage_or_object_proxy
mBle_m_ble_04_08_object_len_nonnull_count,0.5514285714285714,0.0,coverage_proxy,coverage_or_object_proxy
mBle_m_ble_04_08_object_len_zero_count,0.5514285714285714,0.5514285714285714,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_04_08_object_len_nonzero_count,0.5514285714285714,0.0,coverage_proxy,coverage_or_object_proxy
mBle_m_ble_04_08_object_len_negative_count,0.5514285714285714,0.5514285714285714,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_08_12_object_len_mean,0.8514285714285714,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_08_12_object_len_std,0.7985714285714286,0.7985714285714286,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_08_12_object_len_min,0.8514285714285714,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_08_12_object_len_q25,0.8514285714285714,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_08_12_object_len_median,0.8514285714285714,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_08_12_object_len_q75,0.8514285714285714,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_08_12_object_len_q95,0.8514285714285714,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_08_12_object_len_q99,0.8514285714285714,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_08_12_object_len_max,0.8514285714285714,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_08_12_object_len_sum,0.8514285714285714,0.0,coverage_proxy,coverage_or_object_proxy
mBle_m_ble_08_12_object_len_nonnull_count,0.8514285714285714,0.0,coverage_proxy,coverage_or_object_proxy
mBle_m_ble_08_12_object_len_zero_count,0.8514285714285714,0.8514285714285714,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_08_12_object_len_nonzero_count,0.8514285714285714,0.0,coverage_proxy,coverage_or_object_proxy
mBle_m_ble_08_12_object_len_negative_count,0.8514285714285714,0.8514285714285714,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_00_04_object_len_mean,0.49,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_00_04_object_len_std,0.36142857142857143,0.36142857142857143,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_00_04_object_len_min,0.49,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_00_04_object_len_q25,0.49,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_00_04_object_len_median,0.49,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_00_04_object_len_q75,0.49,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_00_04_object_len_q95,0.49,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_00_04_object_len_q99,0.49,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_00_04_object_len_max,0.49,0.0,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_00_04_object_len_sum,0.49,0.0,coverage_proxy,coverage_or_object_proxy
mBle_m_ble_00_04_object_len_nonnull_count,0.49,0.0,coverage_proxy,coverage_or_object_proxy
mBle_m_ble_00_04_object_len_zero_count,0.49,0.49,invalid_or_constant,coverage_or_object_proxy
mBle_m_ble_00_04_object_len_nonzero_count,0.49,0.0,coverage_proxy,coverage_or_object_proxy
mBle_m_ble_00_04_object_len_negative_count,0.49,0.49,invalid_or_constant,coverage_or_object_proxy
mGps_00_04_row_count,0.9428571428571428,0.03428571428571429,coverage_proxy,coverage_or_object_proxy
mGps_04_08_row_count,0.9428571428571428,0.05142857142857143,coverage_proxy,coverage_or_object_proxy
mGps_08_12_row_count,0.9428571428571428,0.022857142857142857,coverage_proxy,coverage_or_object_proxy
mGps_12_16_row_count,0.9428571428571428,0.014285714285714285,coverage_proxy,coverage_or_object_proxy
mGps_m_gps_12_16_object_len_mean,0.9285714285714286,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_12_16_object_len_std,0.9242857142857143,0.9242857142857143,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_12_16_object_len_min,0.9285714285714286,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_12_16_object_len_q25,0.9285714285714286,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_12_16_object_len_median,0.9285714285714286,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_12_16_object_len_q75,0.9285714285714286,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_12_16_object_len_q95,0.9285714285714286,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_12_16_object_len_q99,0.9285714285714286,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_12_16_object_len_max,0.9285714285714286,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_12_16_object_len_sum,0.9285714285714286,0.0,coverage_proxy,coverage_or_object_proxy
mGps_m_gps_12_16_object_len_nonnull_count,0.9285714285714286,0.0,coverage_proxy,coverage_or_object_proxy
mGps_m_gps_12_16_object_len_zero_count,0.9285714285714286,0.9285714285714286,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_12_16_object_len_nonzero_count,0.9285714285714286,0.0,coverage_proxy,coverage_or_object_proxy
mGps_m_gps_12_16_object_len_negative_count,0.9285714285714286,0.9285714285714286,invalid_or_constant,coverage_or_object_proxy
mGps_16_20_row_count,0.9428571428571428,0.018571428571428572,coverage_proxy,coverage_or_object_proxy
mGps_m_gps_16_20_object_len_mean,0.9242857142857143,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_16_20_object_len_std,0.9214285714285714,0.9214285714285714,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_16_20_object_len_min,0.9242857142857143,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_16_20_object_len_q25,0.9242857142857143,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_16_20_object_len_median,0.9242857142857143,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_16_20_object_len_q75,0.9242857142857143,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_16_20_object_len_q95,0.9242857142857143,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_16_20_object_len_q99,0.9242857142857143,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_16_20_object_len_max,0.9242857142857143,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_16_20_object_len_sum,0.9242857142857143,0.0,coverage_proxy,coverage_or_object_proxy
mGps_m_gps_16_20_object_len_nonnull_count,0.9242857142857143,0.0,coverage_proxy,coverage_or_object_proxy
mGps_m_gps_16_20_object_len_zero_count,0.9242857142857143,0.9242857142857143,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_16_20_object_len_nonzero_count,0.9242857142857143,0.0,coverage_proxy,coverage_or_object_proxy
mGps_m_gps_16_20_object_len_negative_count,0.9242857142857143,0.9242857142857143,invalid_or_constant,coverage_or_object_proxy
mGps_20_24_row_count,0.9428571428571428,0.02,coverage_proxy,coverage_or_object_proxy
mGps_m_gps_20_24_object_len_mean,0.9228571428571428,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_20_24_object_len_std,0.92,0.92,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_20_24_object_len_min,0.9228571428571428,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_20_24_object_len_q25,0.9228571428571428,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_20_24_object_len_median,0.9228571428571428,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_20_24_object_len_q75,0.9228571428571428,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_20_24_object_len_q95,0.9228571428571428,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_20_24_object_len_q99,0.9228571428571428,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_20_24_object_len_max,0.9228571428571428,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_20_24_object_len_sum,0.9228571428571428,0.0,coverage_proxy,coverage_or_object_proxy
mGps_m_gps_20_24_object_len_nonnull_count,0.9228571428571428,0.0,coverage_proxy,coverage_or_object_proxy
mGps_m_gps_20_24_object_len_zero_count,0.9228571428571428,0.9228571428571428,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_20_24_object_len_nonzero_count,0.9228571428571428,0.0,coverage_proxy,coverage_or_object_proxy
mGps_m_gps_20_24_object_len_negative_count,0.9228571428571428,0.9228571428571428,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_00_04_object_len_mean,0.9085714285714286,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_00_04_object_len_std,0.8957142857142857,0.8957142857142857,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_00_04_object_len_min,0.9085714285714286,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_00_04_object_len_q25,0.9085714285714286,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_00_04_object_len_median,0.9085714285714286,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_00_04_object_len_q75,0.9085714285714286,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_00_04_object_len_q95,0.9085714285714286,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_00_04_object_len_q99,0.9085714285714286,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_00_04_object_len_max,0.9085714285714286,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_00_04_object_len_sum,0.9085714285714286,0.0,coverage_proxy,coverage_or_object_proxy
mGps_m_gps_00_04_object_len_nonnull_count,0.9085714285714286,0.0,coverage_proxy,coverage_or_object_proxy
mGps_m_gps_00_04_object_len_zero_count,0.9085714285714286,0.9085714285714286,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_00_04_object_len_nonzero_count,0.9085714285714286,0.0,coverage_proxy,coverage_or_object_proxy
mGps_m_gps_00_04_object_len_negative_count,0.9085714285714286,0.9085714285714286,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_04_08_object_len_mean,0.8914285714285715,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_04_08_object_len_std,0.8885714285714286,0.8885714285714286,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_04_08_object_len_min,0.8914285714285715,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_04_08_object_len_q25,0.8914285714285715,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_04_08_object_len_median,0.8914285714285715,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_04_08_object_len_q75,0.8914285714285715,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_04_08_object_len_q95,0.8914285714285715,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_04_08_object_len_q99,0.8914285714285715,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_04_08_object_len_max,0.8914285714285715,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_04_08_object_len_sum,0.8914285714285715,0.0,coverage_proxy,coverage_or_object_proxy
mGps_m_gps_04_08_object_len_nonnull_count,0.8914285714285715,0.0,coverage_proxy,coverage_or_object_proxy
mGps_m_gps_04_08_object_len_zero_count,0.8914285714285715,0.8914285714285715,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_04_08_object_len_nonzero_count,0.8914285714285715,0.0,coverage_proxy,coverage_or_object_proxy
mGps_m_gps_04_08_object_len_negative_count,0.8914285714285715,0.8914285714285715,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_08_12_object_len_mean,0.92,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_08_12_object_len_std,0.9171428571428571,0.9171428571428571,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_08_12_object_len_min,0.92,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_08_12_object_len_q25,0.92,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_08_12_object_len_median,0.92,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_08_12_object_len_q75,0.92,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_08_12_object_len_q95,0.92,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_08_12_object_len_q99,0.92,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_08_12_object_len_max,0.92,0.0,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_08_12_object_len_sum,0.92,0.0,coverage_proxy,coverage_or_object_proxy
mGps_m_gps_08_12_object_len_nonnull_count,0.92,0.0,coverage_proxy,coverage_or_object_proxy
mGps_m_gps_08_12_object_len_zero_count,0.92,0.92,invalid_or_constant,coverage_or_object_proxy
mGps_m_gps_08_12_object_len_nonzero_count,0.92,0.0,coverage_proxy,coverage_or_object_proxy
mGps_m_gps_08_12_object_len_negative_count,0.92,0.92,invalid_or_constant,coverage_or_object_proxy
mLight_00_04_row_count,1.0,0.03428571428571429,coverage_proxy,light
mLight_04_08_row_count,1.0,0.04,coverage_proxy,light
mLight_08_12_row_count,1.0,0.018571428571428572,coverage_proxy,light
mLight_12_16_row_count,1.0,0.008571428571428572,coverage_proxy,light
mLight_m_light_12_16_mean,0.9914285714285714,0.004285714285714286,actual_behavior,light
mLight_m_light_12_16_std,0.99,0.004285714285714286,actual_behavior,light
mLight_m_light_12_16_min,0.9914285714285714,0.6714285714285714,actual_behavior,light
mLight_m_light_12_16_q25,0.9914285714285714,0.21714285714285714,actual_behavior,light
mLight_m_light_12_16_median,0.9914285714285714,0.13714285714285715,actual_behavior,light
mLight_m_light_12_16_q75,0.9914285714285714,0.06285714285714286,actual_behavior,light
mLight_m_light_12_16_q95,0.9914285714285714,0.011428571428571429,actual_behavior,light
mLight_m_light_12_16_q99,0.9914285714285714,0.004285714285714286,actual_behavior,light
mLight_m_light_12_16_max,0.9914285714285714,0.004285714285714286,actual_behavior,light
mLight_m_light_12_16_sum,0.9914285714285714,0.004285714285714286,actual_behavior,light
mLight_m_light_12_16_nonnull_count,0.9914285714285714,0.0,coverage_proxy,light
mLight_m_light_12_16_zero_count,0.9914285714285714,0.32,coverage_proxy,light
mLight_m_light_12_16_nonzero_count,0.9914285714285714,0.004285714285714286,coverage_proxy,light
mLight_m_light_12_16_negative_count,0.9914285714285714,0.9914285714285714,invalid_or_constant,light
mLight_16_20_row_count,1.0,0.011428571428571429,coverage_proxy,light
mLight_m_light_16_20_mean,0.9885714285714285,0.005714285714285714,actual_behavior,light
mLight_m_light_16_20_std,0.9871428571428571,0.005714285714285714,actual_behavior,light
mLight_m_light_16_20_min,0.9885714285714285,0.8242857142857143,actual_behavior,light
mLight_m_light_16_20_q25,0.9885714285714285,0.34285714285714286,actual_behavior,light
mLight_m_light_16_20_median,0.9885714285714285,0.15571428571428572,actual_behavior,light
mLight_m_light_16_20_q75,0.9885714285714285,0.08,actual_behavior,light
mLight_m_light_16_20_q95,0.9885714285714285,0.014285714285714285,actual_behavior,light
mLight_m_light_16_20_q99,0.9885714285714285,0.005714285714285714,actual_behavior,light
mLight_m_light_16_20_max,0.9885714285714285,0.005714285714285714,actual_behavior,light
mLight_m_light_16_20_sum,0.9885714285714285,0.005714285714285714,actual_behavior,light
mLight_m_light_16_20_nonnull_count,0.9885714285714285,0.0,coverage_proxy,light
mLight_m_light_16_20_zero_count,0.9885714285714285,0.16428571428571428,coverage_proxy,light
mLight_m_light_16_20_nonzero_count,0.9885714285714285,0.005714285714285714,coverage_proxy,light
mLight_m_light_16_20_negative_count,0.9885714285714285,0.9885714285714285,invalid_or_constant,light
mLight_20_24_row_count,1.0,0.012857142857142857,coverage_proxy,light
mLight_m_light_20_24_mean,0.9871428571428571,0.02,actual_behavior,light
mLight_m_light_20_24_std,0.9857142857142858,0.02,actual_behavior,light
mLight_m_light_20_24_min,0.9871428571428571,0.8557142857142858,actual_behavior,light
mLight_m_light_20_24_q25,0.9871428571428571,0.5514285714285714,actual_behavior,light
mLight_m_light_20_24_median,0.9871428571428571,0.32285714285714284,actual_behavior,light
mLight_m_light_20_24_q75,0.9871428571428571,0.15857142857142856,actual_behavior,light
mLight_m_light_20_24_q95,0.9871428571428571,0.04,actual_behavior,light
mLight_m_light_20_24_q99,0.9871428571428571,0.02,actual_behavior,light
mLight_m_light_20_24_max,0.9871428571428571,0.02,actual_behavior,light
mLight_m_light_20_24_sum,0.9871428571428571,0.02,actual_behavior,light
mLight_m_light_20_24_nonnull_count,0.9871428571428571,0.0,coverage_proxy,light
mLight_m_light_20_24_zero_count,0.9871428571428571,0.13142857142857142,coverage_proxy,light
mLight_m_light_20_24_nonzero_count,0.9871428571428571,0.02,coverage_proxy,light
mLight_m_light_20_24_negative_count,0.9871428571428571,0.9871428571428571,invalid_or_constant,light
mLight_m_light_00_04_mean,0.9657142857142857,0.43714285714285717,actual_behavior,light
mLight_m_light_00_04_std,0.9585714285714285,0.4342857142857143,actual_behavior,light
mLight_m_light_00_04_min,0.9657142857142857,0.94,actual_behavior,light
mLight_m_light_00_04_q25,0.9657142857142857,0.86,actual_behavior,light
mLight_m_light_00_04_median,0.9657142857142857,0.7428571428571429,actual_behavior,light
mLight_m_light_00_04_q75,0.9657142857142857,0.61,actual_behavior,light
mLight_m_light_00_04_q95,0.9657142857142857,0.48428571428571426,actual_behavior,light
mLight_m_light_00_04_q99,0.9657142857142857,0.43714285714285717,actual_behavior,light
mLight_m_light_00_04_max,0.9657142857142857,0.43714285714285717,actual_behavior,light
mLight_m_light_00_04_sum,0.9657142857142857,0.43714285714285717,actual_behavior,light
mLight_m_light_00_04_nonnull_count,0.9657142857142857,0.0,coverage_proxy,light
mLight_m_light_00_04_zero_count,0.9657142857142857,0.025714285714285714,coverage_proxy,light
mLight_m_light_00_04_nonzero_count,0.9657142857142857,0.43714285714285717,coverage_proxy,light
mLight_m_light_00_04_negative_count,0.9657142857142857,0.9657142857142857,invalid_or_constant,light
mLight_m_light_04_08_mean,0.96,0.14,actual_behavior,light
mLight_m_light_04_08_std,0.9557142857142857,0.13714285714285715,actual_behavior,light
mLight_m_light_04_08_min,0.96,0.9557142857142857,actual_behavior,light
mLight_m_light_04_08_q25,0.96,0.93,actual_behavior,light
mLight_m_light_04_08_median,0.96,0.7071428571428572,actual_behavior,light
mLight_m_light_04_08_q75,0.96,0.47285714285714286,actual_behavior,light
mLight_m_light_04_08_q95,0.96,0.22714285714285715,actual_behavior,light
mLight_m_light_04_08_q99,0.96,0.14,actual_behavior,light
mLight_m_light_04_08_max,0.96,0.14,actual_behavior,light
mLight_m_light_04_08_sum,0.96,0.14,actual_behavior,light
mLight_m_light_04_08_nonnull_count,0.96,0.0,coverage_proxy,light
mLight_m_light_04_08_zero_count,0.96,0.004285714285714286,coverage_proxy,light
mLight_m_light_04_08_nonzero_count,0.96,0.14,coverage_proxy,light
mLight_m_light_04_08_negative_count,0.96,0.96,invalid_or_constant,light
mLight_m_light_08_12_mean,0.9814285714285714,0.005714285714285714,actual_behavior,light
mLight_m_light_08_12_std,0.98,0.005714285714285714,actual_behavior,light
mLight_m_light_08_12_min,0.9814285714285714,0.7328571428571429,actual_behavior,light
mLight_m_light_08_12_q25,0.9814285714285714,0.30142857142857143,actual_behavior,light
mLight_m_light_08_12_median,0.9814285714285714,0.16285714285714287,actual_behavior,light
mLight_m_light_08_12_q75,0.9814285714285714,0.08428571428571428,actual_behavior,light
mLight_m_light_08_12_q95,0.9814285714285714,0.024285714285714285,actual_behavior,light
mLight_m_light_08_12_q99,0.9814285714285714,0.005714285714285714,actual_behavior,light
mLight_m_light_08_12_max,0.9814285714285714,0.005714285714285714,actual_behavior,light
mLight_m_light_08_12_sum,0.9814285714285714,0.005714285714285714,actual_behavior,light
mLight_m_light_08_12_nonnull_count,0.9814285714285714,0.0,coverage_proxy,light
mLight_m_light_08_12_zero_count,0.9814285714285714,0.24857142857142858,coverage_proxy,light
mLight_m_light_08_12_nonzero_count,0.9814285714285714,0.005714285714285714,coverage_proxy,light
mLight_m_light_08_12_negative_count,0.9814285714285714,0.9814285714285714,invalid_or_constant,light
mScreenStatus_00_04_row_count,1.0,0.027142857142857142,coverage_proxy,screen
mScreenStatus_04_08_row_count,1.0,0.03857142857142857,coverage_proxy,screen
mScreenStatus_08_12_row_count,1.0,0.018571428571428572,coverage_proxy,screen
mScreenStatus_12_16_row_count,1.0,0.01,coverage_proxy,screen
mScreenStatus_m_screen_use_12_16_nonnull_count,0.99,0.0,coverage_proxy,screen
mScreenStatus_m_screen_use_12_16_unique_count,0.99,0.0,coverage_proxy,screen
mScreenStatus_m_screen_use_12_16_value_0_count,0.99,0.0014285714285714286,actual_behavior,screen
mScreenStatus_m_screen_use_12_16_value_1_count,0.99,0.002857142857142857,actual_behavior,screen
mScreenStatus_m_screen_use_12_16_value_0_ratio,0.99,0.0014285714285714286,actual_behavior,screen
mScreenStatus_m_screen_use_12_16_value_1_ratio,0.99,0.002857142857142857,actual_behavior,screen
mScreenStatus_16_20_row_count,1.0,0.011428571428571429,coverage_proxy,screen
mScreenStatus_m_screen_use_16_20_nonnull_count,0.9885714285714285,0.0,coverage_proxy,screen
mScreenStatus_m_screen_use_16_20_unique_count,0.9885714285714285,0.0,coverage_proxy,screen
mScreenStatus_m_screen_use_16_20_value_0_count,0.9885714285714285,0.0014285714285714286,actual_behavior,screen
mScreenStatus_m_screen_use_16_20_value_1_count,0.9885714285714285,0.011428571428571429,actual_behavior,screen
mScreenStatus_m_screen_use_16_20_value_0_ratio,0.9885714285714285,0.0014285714285714286,actual_behavior,screen
mScreenStatus_m_screen_use_16_20_value_1_ratio,0.9885714285714285,0.011428571428571429,actual_behavior,screen
mScreenStatus_20_24_row_count,1.0,0.011428571428571429,coverage_proxy,screen
mScreenStatus_m_screen_use_20_24_nonnull_count,0.9885714285714285,0.0,coverage_proxy,screen
mScreenStatus_m_screen_use_20_24_unique_count,0.9885714285714285,0.0,coverage_proxy,screen
mScreenStatus_m_screen_use_20_24_value_0_count,0.9885714285714285,0.002857142857142857,actual_behavior,screen
mScreenStatus_m_screen_use_20_24_value_1_count,0.9885714285714285,0.02142857142857143,actual_behavior,screen
mScreenStatus_m_screen_use_20_24_value_0_ratio,0.9885714285714285,0.002857142857142857,actual_behavior,screen
mScreenStatus_m_screen_use_20_24_value_1_ratio,0.9885714285714285,0.02142857142857143,actual_behavior,screen
mScreenStatus_m_screen_use_00_04_nonnull_count,0.9728571428571429,0.0,coverage_proxy,screen
mScreenStatus_m_screen_use_00_04_unique_count,0.9728571428571429,0.0,coverage_proxy,screen
mScreenStatus_m_screen_use_00_04_value_0_count,0.9728571428571429,0.004285714285714286,actual_behavior,screen
mScreenStatus_m_screen_use_00_04_value_1_count,0.9728571428571429,0.3385714285714286,actual_behavior,screen
mScreenStatus_m_screen_use_00_04_value_0_ratio,0.9728571428571429,0.004285714285714286,actual_behavior,screen
mScreenStatus_m_screen_use_00_04_value_1_ratio,0.9728571428571429,0.3385714285714286,actual_behavior,screen
mScreenStatus_m_screen_use_04_08_nonnull_count,0.9614285714285714,0.0,coverage_proxy,screen
mScreenStatus_m_screen_use_04_08_unique_count,0.9614285714285714,0.0,coverage_proxy,screen
mScreenStatus_m_screen_use_04_08_value_0_count,0.9614285714285714,0.0,actual_behavior,screen
mScreenStatus_m_screen_use_04_08_value_1_count,0.9614285714285714,0.26571428571428574,actual_behavior,screen
mScreenStatus_m_screen_use_04_08_value_0_ratio,0.9614285714285714,0.0,actual_behavior,screen
mScreenStatus_m_screen_use_04_08_value_1_ratio,0.9614285714285714,0.26571428571428574,actual_behavior,screen
mScreenStatus_m_screen_use_08_12_nonnull_count,0.9814285714285714,0.0,coverage_proxy,screen
mScreenStatus_m_screen_use_08_12_unique_count,0.9814285714285714,0.0,coverage_proxy,screen
mScreenStatus_m_screen_use_08_12_value_0_count,0.9814285714285714,0.0,actual_behavior,screen
mScreenStatus_m_screen_use_08_12_value_1_count,0.9814285714285714,0.03,actual_behavior,screen
mScreenStatus_m_screen_use_08_12_value_0_ratio,0.9814285714285714,0.0,actual_behavior,screen
mScreenStatus_m_screen_use_08_12_value_1_ratio,0.9814285714285714,0.03,actual_behavior,screen
mUsageStats_00_04_row_count,0.9857142857142858,0.17285714285714285,coverage_proxy,app_usage
mUsageStats_04_08_row_count,0.9857142857142858,0.21285714285714286,coverage_proxy,app_usage
mUsageStats_08_12_row_count,0.9857142857142858,0.03,coverage_proxy,app_usage
mUsageStats_12_16_row_count,0.9857142857142858,0.011428571428571429,coverage_proxy,app_usage
mUsageStats_m_usage_stats_12_16_object_len_mean,0.9742857142857143,0.0,invalid_or_constant,app_usage
mUsageStats_m_usage_stats_12_16_object_len_std,0.97,0.97,invalid_or_constant,app_usage
mUsageStats_m_usage_stats_12_16_object_len_min,0.9742857142857143,0.0,invalid_or_constant,app_usage
mUsageStats_m_usage_stats_12_16_object_len_q25,0.9742857142857143,0.0,invalid_or_constant,app_usage
mUsageStats_m_usage_stats_12_16_object_len_median,0.9742857142857143,0.0,invalid_or_constant,app_usage
mUsageStats_m_usage_stats_12_16_object_len_q75,0.9742857142857143,0.0,invalid_or_constant,app_usage
mUsageStats_m_usage_stats_12_16_object_len_q95,0.9742857142857143,0.0,invalid_or_constant,app_usage
mUsageStats_m_usage_stats_12_16_object_len_q99,0.9742857142857143,0.0,invalid_or_constant,app_usage
mUsageStats_m_usage_stats_12_16_object_len_max,0.9742857142857143,0.0,invalid_or_constant,app_usage
mUsageStats_m_usage_stats_12_16_object_len_sum,0.9742857142857143,0.0,coverage_proxy,app_usage
mUsageStats_m_usage_stats_12_16_object_len_nonnull_count,0.9742857142857143,0.0,coverage_proxy,app_usage
mUsageStats_m_usage_stats_12_16_object_len_zero_count,0.9742857142857143,0.9742857142857143,invalid_or_constant,app_usage
mUsageStats_m_usage_stats_12_16_object_len_nonzero_count,0.9742857142857143,0.0,coverage_proxy,app_usage
mUsageStats_m_usage_stats_12_16_object_len_negative_count,0.9742857142857143,0.9742857142857143,invalid_or_constant,app_usage
mUsageStats_16_20_row_count,0.9857142857142858,0.015714285714285715,coverage_proxy,app_usage
mUsageStats_m_usage_stats_16_20_object_len_mean,0.97,0.0,invalid_or_constant,app_usage
