split,subject_id,lifelog_date,sensor,row_count,present,missing
train,id04,2024-08-18,ch2025_mGps,1440,1,0
train,id04,2024-08-18,ch2025_mLight,144,1,0
train,id04,2024-08-18,ch2025_mScreenStatus,1380,1,0
train,id04,2024-08-18,ch2025_mUsageStats,71,1,0
train,id04,2024-08-18,ch2025_mWifi,118,1,0
train,id04,2024-08-18,ch2025_wHr,550,1,0
train,id04,2024-08-18,ch2025_wLight,771,1,0
train,id04,2024-08-18,ch2025_wPedo,684,1,0
train,id04,2024-08-19,ch2025_mACStatus,1400,1,0
train,id04,2024-08-19,ch2025_mActivity,1440,1,0
train,id04,2024-08-19,ch2025_mAmbience,720,1,0
train,id04,2024-08-19,ch2025_mBle,32,1,0
train,id04,2024-08-19,ch2025_mGps,1440,1,0
train,id04,2024-08-19,ch2025_mLight,144,1,0
train,id04,2024-08-19,ch2025_mScreenStatus,1400,1,0
train,id04,2024-08-19,ch2025_mUsageStats,78,1,0
train,id04,2024-08-19,ch2025_mWifi,116,1,0
train,id04,2024-08-19,ch2025_wHr,592,1,0
train,id04,2024-08-19,ch2025_wLight,1228,1,0
train,id04,2024-08-19,ch2025_wPedo,1244,1,0
train,id04,2024-08-20,ch2025_mACStatus,1420,1,0
train,id04,2024-08-20,ch2025_mActivity,1440,1,0
train,id04,2024-08-20,ch2025_mAmbience,720,1,0
train,id04,2024-08-20,ch2025_mBle,36,1,0
train,id04,2024-08-20,ch2025_mGps,1435,1,0
train,id04,2024-08-20,ch2025_mLight,144,1,0
train,id04,2024-08-20,ch2025_mScreenStatus,1350,1,0
train,id04,2024-08-20,ch2025_mUsageStats,70,1,0
train,id04,2024-08-20,ch2025_mWifi,119,1,0
train,id04,2024-08-20,ch2025_wHr,372,1,0
train,id04,2024-08-20,ch2025_wLight,1258,1,0
train,id04,2024-08-20,ch2025_wPedo,1436,1,0
train,id04,2024-08-21,ch2025_mACStatus,1390,1,0
train,id04,2024-08-21,ch2025_mActivity,1440,1,0
train,id04,2024-08-21,ch2025_mAmbience,720,1,0
train,id04,2024-08-21,ch2025_mBle,35,1,0
train,id04,2024-08-21,ch2025_mGps,1431,1,0
train,id04,2024-08-21,ch2025_mLight,144,1,0
train,id04,2024-08-21,ch2025_mScreenStatus,1360,1,0
train,id04,2024-08-21,ch2025_mUsageStats,74,1,0
train,id04,2024-08-21,ch2025_mWifi,124,1,0
train,id04,2024-08-21,ch2025_wHr,584,1,0
train,id04,2024-08-21,ch2025_wLight,1133,1,0
train,id04,2024-08-21,ch2025_wPedo,975,1,0
train,id04,2024-08-22,ch2025_mACStatus,1400,1,0
train,id04,2024-08-22,ch2025_mActivity,1440,1,0
train,id04,2024-08-22,ch2025_mAmbience,720,1,0
train,id04,2024-08-22,ch2025_mBle,22,1,0
train,id04,2024-08-22,ch2025_mGps,1440,1,0
train,id04,2024-08-22,ch2025_mLight,144,1,0
train,id04,2024-08-22,ch2025_mScreenStatus,1370,1,0
train,id04,2024-08-22,ch2025_mUsageStats,71,1,0
train,id04,2024-08-22,ch2025_mWifi,123,1,0
train,id04,2024-08-22,ch2025_wHr,528,1,0
train,id04,2024-08-22,ch2025_wLight,808,1,0
train,id04,2024-08-22,ch2025_wPedo,869,1,0
train,id04,2024-08-23,ch2025_mACStatus,1352,1,0
train,id04,2024-08-23,ch2025_mActivity,1382,1,0
train,id04,2024-08-23,ch2025_mAmbience,677,1,0
train,id04,2024-08-23,ch2025_mBle,41,1,0
train,id04,2024-08-23,ch2025_mGps,1378,1,0
train,id04,2024-08-23,ch2025_mLight,139,1,0
train,id04,2024-08-23,ch2025_mScreenStatus,1362,1,0
train,id04,2024-08-23,ch2025_mUsageStats,76,1,0
train,id04,2024-08-23,ch2025_mWifi,120,1,0
train,id04,2024-08-23,ch2025_wHr,543,1,0
train,id04,2024-08-23,ch2025_wLight,1149,1,0
train,id04,2024-08-23,ch2025_wPedo,1343,1,0
train,id04,2024-08-24,ch2025_mACStatus,1440,1,0
train,id04,2024-08-24,ch2025_mActivity,1440,1,0
train,id04,2024-08-24,ch2025_mAmbience,720,1,0
train,id04,2024-08-24,ch2025_mBle,31,1,0
train,id04,2024-08-24,ch2025_mGps,1440,1,0
train,id04,2024-08-24,ch2025_mLight,144,1,0
train,id04,2024-08-24,ch2025_mScreenStatus,1420,1,0
train,id04,2024-08-24,ch2025_mUsageStats,73,1,0
train,id04,2024-08-24,ch2025_mWifi,129,1,0
train,id04,2024-08-24,ch2025_wHr,564,1,0
train,id04,2024-08-24,ch2025_wLight,1276,1,0
train,id04,2024-08-24,ch2025_wPedo,1275,1,0
train,id04,2024-08-25,ch2025_mACStatus,1430,1,0
train,id04,2024-08-25,ch2025_mActivity,1440,1,0
train,id04,2024-08-25,ch2025_mAmbience,720,1,0
train,id04,2024-08-25,ch2025_mBle,11,1,0
train,id04,2024-08-25,ch2025_mGps,1440,1,0
train,id04,2024-08-25,ch2025_mLight,144,1,0
train,id04,2024-08-25,ch2025_mScreenStatus,1430,1,0
train,id04,2024-08-25,ch2025_mUsageStats,60,1,0
train,id04,2024-08-25,ch2025_mWifi,110,1,0
train,id04,2024-08-25,ch2025_wHr,488,1,0
train,id04,2024-08-25,ch2025_wLight,947,1,0
train,id04,2024-08-25,ch2025_wPedo,1169,1,0
train,id04,2024-08-26,ch2025_mACStatus,1440,1,0
train,id04,2024-08-26,ch2025_mActivity,1440,1,0
train,id04,2024-08-26,ch2025_mAmbience,720,1,0
train,id04,2024-08-26,ch2025_mBle,42,1,0
train,id04,2024-08-26,ch2025_mGps,1440,1,0
train,id04,2024-08-26,ch2025_mLight,144,1,0
train,id04,2024-08-26,ch2025_mScreenStatus,1440,1,0
train,id04,2024-08-26,ch2025_mUsageStats,73,1,0
train,id04,2024-08-26,ch2025_mWifi,122,1,0
train,id04,2024-08-26,ch2025_wHr,603,1,0
train,id04,2024-08-26,ch2025_wLight,1219,1,0
train,id04,2024-08-26,ch2025_wPedo,1391,1,0
train,id04,2024-08-27,ch2025_mACStatus,1420,1,0
train,id04,2024-08-27,ch2025_mActivity,1430,1,0
train,id04,2024-08-27,ch2025_mAmbience,696,1,0
train,id04,2024-08-27,ch2025_mBle,18,1,0
train,id04,2024-08-27,ch2025_mGps,1436,1,0
train,id04,2024-08-27,ch2025_mLight,144,1,0
train,id04,2024-08-27,ch2025_mScreenStatus,1410,1,0
train,id04,2024-08-27,ch2025_mUsageStats,76,1,0
train,id04,2024-08-27,ch2025_mWifi,116,1,0
train,id04,2024-08-27,ch2025_wHr,609,1,0
train,id04,2024-08-27,ch2025_wLight,1272,1,0
train,id04,2024-08-27,ch2025_wPedo,1362,1,0
train,id04,2024-08-28,ch2025_mACStatus,1410,1,0
train,id04,2024-08-28,ch2025_mActivity,1440,1,0
train,id04,2024-08-28,ch2025_mAmbience,710,1,0
train,id04,2024-08-28,ch2025_mBle,48,1,0
train,id04,2024-08-28,ch2025_mGps,1440,1,0
train,id04,2024-08-28,ch2025_mLight,145,1,0
train,id04,2024-08-28,ch2025_mScreenStatus,1400,1,0
train,id04,2024-08-28,ch2025_mUsageStats,74,1,0
train,id04,2024-08-28,ch2025_mWifi,124,1,0
train,id04,2024-08-28,ch2025_wHr,531,1,0
train,id04,2024-08-28,ch2025_wLight,699,1,0
train,id04,2024-08-28,ch2025_wPedo,1043,1,0
train,id04,2024-08-29,ch2025_mACStatus,1390,1,0
train,id04,2024-08-29,ch2025_mActivity,1440,1,0
train,id04,2024-08-29,ch2025_mAmbience,720,1,0
train,id04,2024-08-29,ch2025_mBle,38,1,0
train,id04,2024-08-29,ch2025_mGps,1440,1,0
train,id04,2024-08-29,ch2025_mLight,144,1,0
train,id04,2024-08-29,ch2025_mScreenStatus,1369,1,0
train,id04,2024-08-29,ch2025_mUsageStats,77,1,0
train,id04,2024-08-29,ch2025_mWifi,126,1,0
train,id04,2024-08-29,ch2025_wHr,0,0,1
train,id04,2024-08-29,ch2025_wLight,0,0,1
train,id04,2024-08-29,ch2025_wPedo,0,0,1
train,id04,2024-08-30,ch2025_mACStatus,1408,1,0
train,id04,2024-08-30,ch2025_mActivity,1428,1,0
train,id04,2024-08-30,ch2025_mAmbience,698,1,0
train,id04,2024-08-30,ch2025_mBle,23,1,0
train,id04,2024-08-30,ch2025_mGps,1426,1,0
train,id04,2024-08-30,ch2025_mLight,143,1,0
train,id04,2024-08-30,ch2025_mScreenStatus,1409,1,0
train,id04,2024-08-30,ch2025_mUsageStats,67,1,0
train,id04,2024-08-30,ch2025_mWifi,112,1,0
train,id04,2024-08-30,ch2025_wHr,441,1,0
train,id04,2024-08-30,ch2025_wLight,510,1,0
train,id04,2024-08-30,ch2025_wPedo,491,1,0
train,id04,2024-08-31,ch2025_mACStatus,1440,1,0
train,id04,2024-08-31,ch2025_mActivity,1440,1,0
train,id04,2024-08-31,ch2025_mAmbience,720,1,0
train,id04,2024-08-31,ch2025_mBle,26,1,0
train,id04,2024-08-31,ch2025_mGps,1440,1,0
train,id04,2024-08-31,ch2025_mLight,144,1,0
train,id04,2024-08-31,ch2025_mScreenStatus,1440,1,0
train,id04,2024-08-31,ch2025_mUsageStats,72,1,0
train,id04,2024-08-31,ch2025_mWifi,119,1,0
train,id04,2024-08-31,ch2025_wHr,288,1,0
train,id04,2024-08-31,ch2025_wLight,490,1,0
train,id04,2024-08-31,ch2025_wPedo,270,1,0
train,id04,2024-09-01,ch2025_mACStatus,1430,1,0
train,id04,2024-09-01,ch2025_mActivity,1440,1,0
train,id04,2024-09-01,ch2025_mAmbience,720,1,0
train,id04,2024-09-01,ch2025_mBle,24,1,0
train,id04,2024-09-01,ch2025_mGps,1440,1,0
train,id04,2024-09-01,ch2025_mLight,144,1,0
train,id04,2024-09-01,ch2025_mScreenStatus,1430,1,0
train,id04,2024-09-01,ch2025_mUsageStats,82,1,0
train,id04,2024-09-01,ch2025_mWifi,121,1,0
train,id04,2024-09-01,ch2025_wHr,561,1,0
train,id04,2024-09-01,ch2025_wLight,899,1,0
train,id04,2024-09-01,ch2025_wPedo,962,1,0
train,id04,2024-09-02,ch2025_mACStatus,1430,1,0
train,id04,2024-09-02,ch2025_mActivity,1440,1,0
train,id04,2024-09-02,ch2025_mAmbience,720,1,0
train,id04,2024-09-02,ch2025_mBle,37,1,0
train,id04,2024-09-02,ch2025_mGps,1440,1,0
train,id04,2024-09-02,ch2025_mLight,144,1,0
train,id04,2024-09-02,ch2025_mScreenStatus,1440,1,0
train,id04,2024-09-02,ch2025_mUsageStats,71,1,0
train,id04,2024-09-02,ch2025_mWifi,117,1,0
train,id04,2024-09-02,ch2025_wHr,600,1,0
train,id04,2024-09-02,ch2025_wLight,1151,1,0
train,id04,2024-09-02,ch2025_wPedo,1135,1,0
train,id04,2024-09-03,ch2025_mACStatus,1430,1,0
train,id04,2024-09-03,ch2025_mActivity,1440,1,0
train,id04,2024-09-03,ch2025_mAmbience,714,1,0
train,id04,2024-09-03,ch2025_mBle,30,1,0
train,id04,2024-09-03,ch2025_mGps,1439,1,0
train,id04,2024-09-03,ch2025_mLight,145,1,0
train,id04,2024-09-03,ch2025_mScreenStatus,1410,1,0
train,id04,2024-09-03,ch2025_mUsageStats,60,1,0
train,id04,2024-09-03,ch2025_mWifi,115,1,0
train,id04,2024-09-03,ch2025_wHr,0,0,1
train,id04,2024-09-03,ch2025_wLight,0,0,1
train,id04,2024-09-03,ch2025_wPedo,0,0,1
train,id04,2024-09-04,ch2025_mACStatus,1351,1,0
train,id04,2024-09-04,ch2025_mActivity,1431,1,0
train,id04,2024-09-04,ch2025_mAmbience,718,1,0
train,id04,2024-09-04,ch2025_mBle,40,1,0
train,id04,2024-09-04,ch2025_mGps,1440,1,0
train,id04,2024-09-04,ch2025_mLight,144,1,0
train,id04,2024-09-04,ch2025_mScreenStatus,1371,1,0
train,id04,2024-09-04,ch2025_mUsageStats,76,1,0
train,id04,2024-09-04,ch2025_mWifi,125,1,0
train,id04,2024-09-04,ch2025_wHr,529,1,0
train,id04,2024-09-04,ch2025_wLight,720,1,0
train,id04,2024-09-04,ch2025_wPedo,768,1,0
train,id04,2024-09-05,ch2025_mACStatus,1387,1,0
train,id04,2024-09-05,ch2025_mActivity,1417,1,0
train,id04,2024-09-05,ch2025_mAmbience,691,1,0
train,id04,2024-09-05,ch2025_mBle,20,1,0
train,id04,2024-09-05,ch2025_mGps,1410,1,0
train,id04,2024-09-05,ch2025_mLight,143,1,0
train,id04,2024-09-05,ch2025_mScreenStatus,1327,1,0
train,id04,2024-09-05,ch2025_mUsageStats,69,1,0
train,id04,2024-09-05,ch2025_mWifi,105,1,0
train,id04,2024-09-05,ch2025_wHr,0,0,1
train,id04,2024-09-05,ch2025_wLight,720,1,0
train,id04,2024-09-05,ch2025_wPedo,1360,1,0
train,id04,2024-09-06,ch2025_mACStatus,1420,1,0
train,id04,2024-09-06,ch2025_mActivity,1440,1,0
train,id04,2024-09-06,ch2025_mAmbience,720,1,0
train,id04,2024-09-06,ch2025_mBle,22,1,0
train,id04,2024-09-06,ch2025_mGps,1440,1,0
train,id04,2024-09-06,ch2025_mLight,144,1,0
train,id04,2024-09-06,ch2025_mScreenStatus,1430,1,0
train,id04,2024-09-06,ch2025_mUsageStats,57,1,0
train,id04,2024-09-06,ch2025_mWifi,123,1,0
train,id04,2024-09-06,ch2025_wHr,630,1,0
train,id04,2024-09-06,ch2025_wLight,954,1,0
train,id04,2024-09-06,ch2025_wPedo,1348,1,0
train,id04,2024-09-07,ch2025_mACStatus,1424,1,0
train,id04,2024-09-07,ch2025_mActivity,1434,1,0
train,id04,2024-09-07,ch2025_mAmbience,698,1,0
train,id04,2024-09-07,ch2025_mBle,15,1,0
train,id04,2024-09-07,ch2025_mGps,1438,1,0
train,id04,2024-09-07,ch2025_mLight,144,1,0
train,id04,2024-09-07,ch2025_mScreenStatus,1404,1,0
train,id04,2024-09-07,ch2025_mUsageStats,76,1,0
train,id04,2024-09-07,ch2025_mWifi,131,1,0
train,id04,2024-09-07,ch2025_wHr,454,1,0
train,id04,2024-09-07,ch2025_wLight,1148,1,0
train,id04,2024-09-07,ch2025_wPedo,1417,1,0
train,id04,2024-09-08,ch2025_mACStatus,1194,1,0
train,id04,2024-09-08,ch2025_mActivity,1234,1,0
train,id04,2024-09-08,ch2025_mAmbience,605,1,0
train,id04,2024-09-08,ch2025_mBle,11,1,0
train,id04,2024-09-08,ch2025_mGps,1227,1,0
train,id04,2024-09-08,ch2025_mLight,125,1,0
train,id04,2024-09-08,ch2025_mScreenStatus,1194,1,0
train,id04,2024-09-08,ch2025_mUsageStats,61,1,0
train,id04,2024-09-08,ch2025_mWifi,103,1,0
train,id04,2024-09-08,ch2025_wHr,8,1,0
train,id04,2024-09-08,ch2025_wLight,118,1,0
train,id04,2024-09-08,ch2025_wPedo,274,1,0
train,id04,2024-09-10,ch2025_mACStatus,1410,1,0
train,id04,2024-09-10,ch2025_mActivity,1440,1,0
train,id04,2024-09-10,ch2025_mAmbience,720,1,0
train,id04,2024-09-10,ch2025_mBle,29,1,0
train,id04,2024-09-10,ch2025_mGps,1440,1,0
train,id04,2024-09-10,ch2025_mLight,144,1,0
train,id04,2024-09-10,ch2025_mScreenStatus,1440,1,0
train,id04,2024-09-10,ch2025_mUsageStats,71,1,0
train,id04,2024-09-10,ch2025_mWifi,128,1,0
train,id04,2024-09-10,ch2025_wHr,0,0,1
train,id04,2024-09-10,ch2025_wLight,975,1,0
train,id04,2024-09-10,ch2025_wPedo,1365,1,0
train,id04,2024-09-16,ch2025_mACStatus,1410,1,0
train,id04,2024-09-16,ch2025_mActivity,1440,1,0
train,id04,2024-09-16,ch2025_mAmbience,720,1,0
train,id04,2024-09-16,ch2025_mBle,16,1,0
train,id04,2024-09-16,ch2025_mGps,1440,1,0
train,id04,2024-09-16,ch2025_mLight,144,1,0
train,id04,2024-09-16,ch2025_mScreenStatus,1390,1,0
train,id04,2024-09-16,ch2025_mUsageStats,58,1,0
train,id04,2024-09-16,ch2025_mWifi,110,1,0
train,id04,2024-09-16,ch2025_wHr,0,0,1
train,id04,2024-09-16,ch2025_wLight,0,0,1
train,id04,2024-09-16,ch2025_wPedo,0,0,1
train,id04,2024-09-17,ch2025_mACStatus,1380,1,0
train,id04,2024-09-17,ch2025_mActivity,1440,1,0
train,id04,2024-09-17,ch2025_mAmbience,720,1,0
train,id04,2024-09-17,ch2025_mBle,20,1,0
train,id04,2024-09-17,ch2025_mGps,1440,1,0
train,id04,2024-09-17,ch2025_mLight,144,1,0
train,id04,2024-09-17,ch2025_mScreenStatus,1410,1,0
train,id04,2024-09-17,ch2025_mUsageStats,55,1,0
train,id04,2024-09-17,ch2025_mWifi,116,1,0
train,id04,2024-09-17,ch2025_wHr,0,0,1
train,id04,2024-09-17,ch2025_wLight,0,0,1
train,id04,2024-09-17,ch2025_wPedo,0,0,1
train,id04,2024-09-27,ch2025_mACStatus,1329,1,0
train,id04,2024-09-27,ch2025_mActivity,1429,1,0
train,id04,2024-09-27,ch2025_mAmbience,720,1,0
train,id04,2024-09-27,ch2025_mBle,47,1,0
train,id04,2024-09-27,ch2025_mGps,1440,1,0
train,id04,2024-09-27,ch2025_mLight,144,1,0
train,id04,2024-09-27,ch2025_mScreenStatus,1319,1,0
train,id04,2024-09-27,ch2025_mUsageStats,81,1,0
train,id04,2024-09-27,ch2025_mWifi,115,1,0
train,id04,2024-09-27,ch2025_wHr,466,1,0
train,id04,2024-09-27,ch2025_wLight,570,1,0
train,id04,2024-09-27,ch2025_wPedo,547,1,0
train,id04,2024-09-28,ch2025_mACStatus,1370,1,0
train,id04,2024-09-28,ch2025_mActivity,1440,1,0
train,id04,2024-09-28,ch2025_mAmbience,720,1,0
train,id04,2024-09-28,ch2025_mBle,19,1,0
train,id04,2024-09-28,ch2025_mGps,1432,1,0
train,id04,2024-09-28,ch2025_mLight,144,1,0
train,id04,2024-09-28,ch2025_mScreenStatus,1350,1,0
train,id04,2024-09-28,ch2025_mUsageStats,64,1,0
train,id04,2024-09-28,ch2025_mWifi,122,1,0
train,id04,2024-09-28,ch2025_wHr,581,1,0
train,id04,2024-09-28,ch2025_wLight,1220,1,0
train,id04,2024-09-28,ch2025_wPedo,962,1,0
train,id04,2024-09-29,ch2025_mACStatus,1400,1,0
train,id04,2024-09-29,ch2025_mActivity,1430,1,0
train,id04,2024-09-29,ch2025_mAmbience,720,1,0
train,id04,2024-09-29,ch2025_mBle,7,1,0
train,id04,2024-09-29,ch2025_mGps,1440,1,0
train,id04,2024-09-29,ch2025_mLight,144,1,0
train,id04,2024-09-29,ch2025_mScreenStatus,1350,1,0
train,id04,2024-09-29,ch2025_mUsageStats,41,1,0
train,id04,2024-09-29,ch2025_mWifi,123,1,0
train,id04,2024-09-29,ch2025_wHr,0,0,1
train,id04,2024-09-29,ch2025_wLight,0,0,1
train,id04,2024-09-29,ch2025_wPedo,0,0,1
train,id04,2024-09-30,ch2025_mACStatus,1310,1,0
train,id04,2024-09-30,ch2025_mActivity,1440,1,0
train,id04,2024-09-30,ch2025_mAmbience,720,1,0
train,id04,2024-09-30,ch2025_mBle,39,1,0
train,id04,2024-09-30,ch2025_mGps,1440,1,0
train,id04,2024-09-30,ch2025_mLight,144,1,0
train,id04,2024-09-30,ch2025_mScreenStatus,1340,1,0
train,id04,2024-09-30,ch2025_mUsageStats,71,1,0
train,id04,2024-09-30,ch2025_mWifi,112,1,0
train,id04,2024-09-30,ch2025_wHr,522,1,0
train,id04,2024-09-30,ch2025_wLight,710,1,0
train,id04,2024-09-30,ch2025_wPedo,514,1,0
train,id04,2024-10-01,ch2025_mACStatus,1400,1,0
train,id04,2024-10-01,ch2025_mActivity,1440,1,0
train,id04,2024-10-01,ch2025_mAmbience,720,1,0
train,id04,2024-10-01,ch2025_mBle,29,1,0
train,id04,2024-10-01,ch2025_mGps,1440,1,0
train,id04,2024-10-01,ch2025_mLight,144,1,0
train,id04,2024-10-01,ch2025_mScreenStatus,1430,1,0
train,id04,2024-10-01,ch2025_mUsageStats,67,1,0
train,id04,2024-10-01,ch2025_mWifi,103,1,0
train,id04,2024-10-01,ch2025_wHr,0,0,1
train,id04,2024-10-01,ch2025_wLight,0,0,1
train,id04,2024-10-01,ch2025_wPedo,0,0,1
train,id04,2024-10-02,ch2025_mACStatus,1376,1,0
train,id04,2024-10-02,ch2025_mActivity,1406,1,0
train,id04,2024-10-02,ch2025_mAmbience,705,1,0
train,id04,2024-10-02,ch2025_mBle,37,1,0
train,id04,2024-10-02,ch2025_mGps,1440,1,0
train,id04,2024-10-02,ch2025_mLight,145,1,0
train,id04,2024-10-02,ch2025_mScreenStatus,1366,1,0
train,id04,2024-10-02,ch2025_mUsageStats,76,1,0
train,id04,2024-10-02,ch2025_mWifi,109,1,0
train,id04,2024-10-02,ch2025_wHr,598,1,0
train,id04,2024-10-02,ch2025_wLight,743,1,0
train,id04,2024-10-02,ch2025_wPedo,760,1,0
train,id04,2024-10-03,ch2025_mACStatus,1400,1,0
train,id04,2024-10-03,ch2025_mActivity,1440,1,0
train,id04,2024-10-03,ch2025_mAmbience,720,1,0
train,id04,2024-10-03,ch2025_mBle,37,1,0
train,id04,2024-10-03,ch2025_mGps,1440,1,0
train,id04,2024-10-03,ch2025_mLight,144,1,0
train,id04,2024-10-03,ch2025_mScreenStatus,1360,1,0
train,id04,2024-10-03,ch2025_mUsageStats,66,1,0
train,id04,2024-10-03,ch2025_mWifi,110,1,0
train,id04,2024-10-03,ch2025_wHr,454,1,0
train,id04,2024-10-03,ch2025_wLight,1108,1,0
train,id04,2024-10-03,ch2025_wPedo,1044,1,0
train,id04,2024-10-04,ch2025_mACStatus,1370,1,0
train,id04,2024-10-04,ch2025_mActivity,1440,1,0
train,id04,2024-10-04,ch2025_mAmbience,720,1,0
train,id04,2024-10-04,ch2025_mBle,41,1,0
train,id04,2024-10-04,ch2025_mGps,1440,1,0
train,id04,2024-10-04,ch2025_mLight,144,1,0
train,id04,2024-10-04,ch2025_mScreenStatus,1370,1,0
train,id04,2024-10-04,ch2025_mUsageStats,70,1,0
train,id04,2024-10-04,ch2025_mWifi,118,1,0
train,id04,2024-10-04,ch2025_wHr,225,1,0
train,id04,2024-10-04,ch2025_wLight,761,1,0
train,id04,2024-10-04,ch2025_wPedo,775,1,0
train,id04,2024-10-05,ch2025_mACStatus,1367,1,0
train,id04,2024-10-05,ch2025_mActivity,1427,1,0
train,id04,2024-10-05,ch2025_mAmbience,716,1,0
train,id04,2024-10-05,ch2025_mBle,12,1,0
train,id04,2024-10-05,ch2025_mGps,1432,1,0
train,id04,2024-10-05,ch2025_mLight,144,1,0
train,id04,2024-10-05,ch2025_mScreenStatus,1377,1,0
train,id04,2024-10-05,ch2025_mUsageStats,67,1,0
train,id04,2024-10-05,ch2025_mWifi,110,1,0
train,id04,2024-10-05,ch2025_wHr,605,1,0
train,id04,2024-10-05,ch2025_wLight,1190,1,0
train,id04,2024-10-05,ch2025_wPedo,1356,1,0
train,id04,2024-10-06,ch2025_mACStatus,1400,1,0
train,id04,2024-10-06,ch2025_mActivity,1440,1,0
train,id04,2024-10-06,ch2025_mAmbience,720,1,0
train,id04,2024-10-06,ch2025_mBle,19,1,0
train,id04,2024-10-06,ch2025_mGps,1440,1,0
train,id04,2024-10-06,ch2025_mLight,144,1,0
train,id04,2024-10-06,ch2025_mScreenStatus,1420,1,0
train,id04,2024-10-06,ch2025_mUsageStats,69,1,0
train,id04,2024-10-06,ch2025_mWifi,109,1,0
train,id04,2024-10-06,ch2025_wHr,730,1,0
train,id04,2024-10-06,ch2025_wLight,1242,1,0
train,id04,2024-10-06,ch2025_wPedo,1396,1,0
train,id04,2024-10-07,ch2025_mACStatus,1421,1,0
train,id04,2024-10-07,ch2025_mActivity,1431,1,0
train,id04,2024-10-07,ch2025_mAmbience,696,1,0
train,id04,2024-10-07,ch2025_mBle,41,1,0
train,id04,2024-10-07,ch2025_mGps,1437,1,0
train,id04,2024-10-07,ch2025_mLight,144,1,0
train,id04,2024-10-07,ch2025_mScreenStatus,1391,1,0
train,id04,2024-10-07,ch2025_mUsageStats,75,1,0
train,id04,2024-10-07,ch2025_mWifi,113,1,0
train,id04,2024-10-07,ch2025_wHr,488,1,0
train,id04,2024-10-07,ch2025_wLight,646,1,0
train,id04,2024-10-07,ch2025_wPedo,1029,1,0
train,id04,2024-10-08,ch2025_mACStatus,1430,1,0
train,id04,2024-10-08,ch2025_mActivity,1440,1,0
train,id04,2024-10-08,ch2025_mAmbience,720,1,0
train,id04,2024-10-08,ch2025_mBle,27,1,0
train,id04,2024-10-08,ch2025_mGps,1440,1,0
train,id04,2024-10-08,ch2025_mLight,144,1,0
train,id04,2024-10-08,ch2025_mScreenStatus,1430,1,0
train,id04,2024-10-08,ch2025_mUsageStats,56,1,0
train,id04,2024-10-08,ch2025_mWifi,103,1,0
train,id04,2024-10-08,ch2025_wHr,0,0,1
train,id04,2024-10-08,ch2025_wLight,0,0,1
train,id04,2024-10-08,ch2025_wPedo,0,0,1
train,id04,2024-10-09,ch2025_mACStatus,1390,1,0
train,id04,2024-10-09,ch2025_mActivity,1440,1,0
train,id04,2024-10-09,ch2025_mAmbience,720,1,0
train,id04,2024-10-09,ch2025_mBle,19,1,0
train,id04,2024-10-09,ch2025_mGps,1440,1,0
train,id04,2024-10-09,ch2025_mLight,144,1,0
train,id04,2024-10-09,ch2025_mScreenStatus,1410,1,0
train,id04,2024-10-09,ch2025_mUsageStats,76,1,0
train,id04,2024-10-09,ch2025_mWifi,110,1,0
train,id04,2024-10-09,ch2025_wHr,492,1,0
train,id04,2024-10-09,ch2025_wLight,810,1,0
train,id04,2024-10-09,ch2025_wPedo,861,1,0
train,id04,2024-10-10,ch2025_mACStatus,1380,1,0
train,id04,2024-10-10,ch2025_mActivity,1440,1,0
train,id04,2024-10-10,ch2025_mAmbience,720,1,0
train,id04,2024-10-10,ch2025_mBle,40,1,0
train,id04,2024-10-10,ch2025_mGps,1438,1,0
train,id04,2024-10-10,ch2025_mLight,144,1,0
train,id04,2024-10-10,ch2025_mScreenStatus,1390,1,0
train,id04,2024-10-10,ch2025_mUsageStats,73,1,0
train,id04,2024-10-10,ch2025_mWifi,113,1,0
train,id04,2024-10-10,ch2025_wHr,533,1,0
train,id04,2024-10-10,ch2025_wLight,1083,1,0
train,id04,2024-10-10,ch2025_wPedo,1360,1,0
train,id04,2024-10-11,ch2025_mACStatus,1430,1,0
train,id04,2024-10-11,ch2025_mActivity,1440,1,0
train,id04,2024-10-11,ch2025_mAmbience,720,1,0
train,id04,2024-10-11,ch2025_mBle,42,1,0
train,id04,2024-10-11,ch2025_mGps,1440,1,0
train,id04,2024-10-11,ch2025_mLight,144,1,0
train,id04,2024-10-11,ch2025_mScreenStatus,1410,1,0
train,id04,2024-10-11,ch2025_mUsageStats,72,1,0
train,id04,2024-10-11,ch2025_mWifi,105,1,0
train,id04,2024-10-11,ch2025_wHr,728,1,0
train,id04,2024-10-11,ch2025_wLight,1231,1,0
train,id04,2024-10-11,ch2025_wPedo,1347,1,0
train,id04,2024-10-12,ch2025_mACStatus,1399,1,0
train,id04,2024-10-12,ch2025_mActivity,1439,1,0
train,id04,2024-10-12,ch2025_mAmbience,711,1,0
train,id04,2024-10-12,ch2025_mBle,19,1,0
train,id04,2024-10-12,ch2025_mGps,1440,1,0
train,id04,2024-10-12,ch2025_mLight,145,1,0
train,id04,2024-10-12,ch2025_mScreenStatus,1419,1,0
train,id04,2024-10-12,ch2025_mUsageStats,73,1,0
train,id04,2024-10-12,ch2025_mWifi,116,1,0
train,id04,2024-10-12,ch2025_wHr,432,1,0
train,id04,2024-10-12,ch2025_wLight,576,1,0
train,id04,2024-10-12,ch2025_wPedo,1011,1,0
train,id04,2024-10-13,ch2025_mACStatus,1390,1,0
